Train 145 {from: Kyiv; to: Wien; depart: 20-06-1916 17:09:00; arrive: 22-06-1916 19:09:00}
Train 1663 {from: Danzig; to: Riga; depart: 27-10-1915 06:39:00; arrive: 27-10-1915 08:39:00}
Train 1664 {from: Wien; to: Berlin; depart: 09-12-1915 03:32:00; arrive: 09-12-1915 09:32:00}
Train 1665 {from: Zgrab; to: Venezia; depart: 03-03-1916 14:01:00; arrive: 05-03-1916 21:01:00}
Train 1666 {from: Moskva; to: Zurich; depart: 16-01-1915 03:21:00; arrive: 23-01-1915 05:21:00}
Train 1667 {from: Marseille; to: Athina; depart: 06-03-1915 21:17:00; arrive: 07-03-1915 05:17:00}
Train 1668 {from: Venezia; to: Rostov; depart: 27-05-1916 07:41:00; arrive: 02-06-1916 09:41:00}
Train 1669 {from: Kharkov; to: Wien; depart: 06-01-1916 08:18:00; arrive: 11-01-1916 14:18:00}
Train 1670 {from: Moskva; to: Pamplona; depart: 12-02-1916 15:27:00; arrive: 23-02-1916 16:27:00}
Train 1671 {from: Paris; to: Petrograd; depart: 20-01-1916 20:17:00; arrive: 30-01-1916 03:17:00}
Train 1672 {from: Moskva; to: Riga; depart: 22-03-1916 10:54:00; arrive: 25-03-1916 14:54:00}
Train 1673 {from: Frankfurt; to: Bruxelles; depart: 02-11-1915 11:15:00; arrive: 05-11-1915 13:15:00}
Train 1674 {from: Venezia; to: Budapest; depart: 13-12-1915 13:46:00; arrive: 15-12-1915 18:46:00}
Train 1675 {from: Kyiv; to: Warszawa; depart: 12-07-1915 10:27:00; arrive: 13-07-1915 15:27:00}
Train 1676 {from: Munchen; to: Lisboa; depart: 08-05-1915 21:32:00; arrive: 10-05-1915 23:32:00}
Train 1677 {from: Brindisi; to: Kyiv; depart: 31-05-1916 22:49:00; arrive: 06-06-1916 02:49:00}
Train 1678 {from: Frankfurt; to: Brindisi; depart: 22-08-1916 13:31:00; arrive: 23-08-1916 19:31:00}
Train 1679 {from: Zurich; to: Venezia; depart: 01-08-1915 00:24:00; arrive: 01-08-1915 09:24:00}
Train 1680 {from: Warszawa; to: Amsterdam; depart: 11-11-1915 03:28:00; arrive: 17-11-1915 10:28:00}
Train 1681 {from: Berlin; to: Budapest; depart: 05-01-1916 21:53:00; arrive: 07-01-1916 03:53:00}
Train 1682 {from: Petrograd; to: Sevastopol; depart: 06-07-1916 00:22:00; arrive: 07-07-1916 09:22:00}
Train 1683 {from: Moskva; to: Venezia; depart: 27-07-1916 19:28:00; arrive: 03-08-1916 20:28:00}
Train 1684 {from: Kyiv; to: Pamplona; depart: 27-01-1915 21:07:00; arrive: 04-02-1915 23:07:00}
Train 1685 {from: Pamplona; to: Paris; depart: 09-03-1916 05:15:00; arrive: 10-03-1916 09:15:00}
Train 1686 {from: London; to: Sarajevo; depart: 05-07-1916 13:22:00; arrive: 10-07-1916 15:22:00}
Train 1687 {from: Wien; to: Zgrab; depart: 06-06-1915 08:07:00; arrive: 06-06-1915 15:07:00}
Train 1688 {from: Ancora; to: Buguresti; depart: 19-11-1915 06:04:00; arrive: 19-11-1915 06:04:00}
Train 1689 {from: London; to: Palermo; depart: 05-03-1915 11:15:00; arrive: 07-03-1915 17:15:00}
Train 1690 {from: Amsterdam; to: Essen; depart: 03-11-1915 21:46:00; arrive: 08-11-1915 00:46:00}
Train 1691 {from: Paris; to: Palermo; depart: 03-03-1915 00:37:00; arrive: 04-03-1915 00:37:00}
Train 1692 {from: Barcelona; to: Kharkov; depart: 19-01-1915 13:38:00; arrive: 29-01-1915 17:38:00}
Train 1693 {from: Constantinopole; to: Venezia; depart: 21-03-1915 13:04:00; arrive: 26-03-1915 18:04:00}
Train 1694 {from: Wien; to: London; depart: 08-04-1916 18:47:00; arrive: 14-04-1916 01:47:00}
Train 1695 {from: Madrid; to: Athina; depart: 06-04-1916 06:19:00; arrive: 09-04-1916 09:19:00}
Train 1696 {from: Wien; to: Sarajevo; depart: 06-08-1915 17:28:00; arrive: 06-08-1915 20:28:00}
Train 1697 {from: Paris; to: Petrograd; depart: 20-12-1915 12:56:00; arrive: 29-12-1915 15:56:00}
Train 1698 {from: Munchen; to: Athina; depart: 21-07-1915 02:53:00; arrive: 21-07-1915 08:53:00}
Train 1699 {from: Paris; to: Bruxelles; depart: 13-03-1916 01:29:00; arrive: 13-03-1916 04:29:00}
Train 1700 {from: Paris; to: London; depart: 22-07-1915 06:56:00; arrive: 23-07-1915 14:56:00}
Train 1701 {from: Roma; to: Wien; depart: 08-07-1915 22:36:00; arrive: 11-07-1915 00:36:00}
Train 1702 {from: Barcelona; to: Brindisi; depart: 25-03-1915 15:22:00; arrive: 28-03-1915 16:22:00}
Train 1703 {from: Brindisi; to: Wien; depart: 21-04-1915 18:26:00; arrive: 23-04-1915 23:26:00}
Train 1704 {from: Zgrab; to: Sevastopol; depart: 24-10-1915 19:41:00; arrive: 27-10-1915 19:41:00}
Train 1705 {from: Pamplona; to: Bruxelles; depart: 16-06-1916 09:37:00; arrive: 17-06-1916 14:37:00}
Train 1706 {from: Moskva; to: Sarajevo; depart: 22-07-1916 11:55:00; arrive: 27-07-1916 12:55:00}
Train 1707 {from: Paris; to: Moskva; depart: 04-05-1915 19:24:00; arrive: 14-05-1915 04:24:00}
Train 1708 {from: Lisboa; to: Brindisi; depart: 16-07-1916 06:25:00; arrive: 20-07-1916 13:25:00}
Train 1709 {from: Venezia; to: Frankfurt; depart: 29-03-1916 14:05:00; arrive: 29-03-1916 23:05:00}
Train 1710 {from: Marseille; to: Moskva; depart: 17-08-1916 07:46:00; arrive: 26-08-1916 16:46:00}
Train 1711 {from: Sevastopol; to: Budapest; depart: 19-04-1916 00:05:00; arrive: 22-04-1916 00:05:00}
Train 1712 {from: Roma; to: Lisboa; depart: 01-05-1915 06:20:00; arrive: 05-05-1915 13:20:00}
Train 1713 {from: Munchen; to: Bruxelles; depart: 18-06-1916 01:24:00; arrive: 18-06-1916 05:24:00}
Train 1714 {from: Ancora; to: Madrid; depart: 03-12-1915 02:29:00; arrive: 12-12-1915 07:29:00}
Train 1715 {from: Munchen; to: Kyiv; depart: 20-11-1915 21:47:00; arrive: 26-11-1915 21:47:00}
Train 1716 {from: Vilno; to: Danzig; depart: 30-06-1915 22:08:00; arrive: 02-07-1915 05:08:00}
Train 1717 {from: Zurich; to: Warszawa; depart: 09-06-1915 06:24:00; arrive: 12-06-1915 14:24:00}
Train 1718 {from: Barcelona; to: Rostov; depart: 26-06-1916 08:43:00; arrive: 06-07-1916 10:43:00}
Train 1719 {from: Kharkov; to: Wien; depart: 17-05-1915 16:06:00; arrive: 22-05-1915 22:06:00}
Train 1720 {from: Vilno; to: Kyiv; depart: 23-07-1915 07:12:00; arrive: 23-07-1915 14:12:00}
Train 1721 {from: Buguresti; to: Zgrab; depart: 05-11-1915 17:34:00; arrive: 07-11-1915 21:34:00}
Train 1722 {from: Buguresti; to: Ancora; depart: 30-01-1916 20:55:00; arrive: 31-01-1916 05:55:00}
Train 1723 {from: Roma; to: Amsterdam; depart: 01-06-1916 04:50:00; arrive: 03-06-1916 12:50:00}
Train 1724 {from: Athina; to: Pamplona; depart: 26-03-1916 16:26:00; arrive: 29-03-1916 01:26:00}
Train 1725 {from: Constantinopole; to: Budapest; depart: 14-09-1915 21:02:00; arrive: 16-09-1915 23:02:00}
Train 1726 {from: Kyiv; to: London; depart: 09-03-1916 00:12:00; arrive: 16-03-1916 07:12:00}
Train 1727 {from: Venezia; to: Munchen; depart: 25-12-1915 20:46:00; arrive: 27-12-1915 23:46:00}
Train 1728 {from: Marseille; to: Madrid; depart: 10-10-1915 12:10:00; arrive: 12-10-1915 21:10:00}
Train 1729 {from: Venezia; to: Kyiv; depart: 02-08-1916 01:08:00; arrive: 06-08-1916 10:08:00}
Train 1730 {from: Athina; to: Madrid; depart: 07-03-1916 11:52:00; arrive: 10-03-1916 19:52:00}
Train 1731 {from: Roma; to: Rostov; depart: 24-06-1916 04:20:00; arrive: 30-06-1916 06:20:00}
Train 1732 {from: Petrograd; to: Ancora; depart: 09-01-1916 21:12:00; arrive: 12-01-1916 02:12:00}
Train 1733 {from: Petrograd; to: Munchen; depart: 14-03-1916 05:19:00; arrive: 23-03-1916 12:19:00}
Train 1734 {from: Essen; to: Paris; depart: 06-05-1915 14:49:00; arrive: 09-05-1915 20:49:00}
Train 1735 {from: Moskva; to: Amsterdam; depart: 15-03-1915 03:35:00; arrive: 25-03-1915 10:35:00}
Train 1736 {from: Erzurum; to: Budapest; depart: 29-09-1915 05:54:00; arrive: 02-10-1915 10:54:00}
Train 1737 {from: Sarajevo; to: Pamplona; depart: 28-02-1915 03:44:00; arrive: 06-03-1915 08:44:00}
Train 1738 {from: Roma; to: Sarajevo; depart: 11-04-1916 09:19:00; arrive: 13-04-1916 09:19:00}
Train 1739 {from: Ancora; to: Warszawa; depart: 09-05-1915 19:00:00; arrive: 11-05-1915 02:00:00}
Train 1740 {from: Amsterdam; to: Frankfurt; depart: 04-07-1916 04:20:00; arrive: 07-07-1916 10:20:00}
Train 1741 {from: Paris; to: Warszawa; depart: 10-01-1916 20:38:00; arrive: 15-01-1916 22:38:00}
Train 1742 {from: Zurich; to: Constantinopole; depart: 14-12-1915 05:14:00; arrive: 19-12-1915 13:14:00}
Train 1743 {from: Sarajevo; to: Bruxelles; depart: 15-04-1916 18:18:00; arrive: 21-04-1916 00:18:00}
Train 1744 {from: Danzig; to: Berlin; depart: 30-05-1916 02:07:00; arrive: 31-05-1916 08:07:00}
Train 1745 {from: Warszawa; to: Venezia; depart: 23-04-1916 16:08:00; arrive: 26-04-1916 18:08:00}
Train 1746 {from: Wien; to: Marseille; depart: 04-04-1916 03:01:00; arrive: 07-04-1916 10:01:00}
Train 1747 {from: Warszawa; to: Roma; depart: 11-04-1915 05:14:00; arrive: 14-04-1915 09:14:00}
Train 1748 {from: Brindisi; to: Budapest; depart: 14-07-1916 20:08:00; arrive: 17-07-1916 20:08:00}
Train 1749 {from: Marseille; to: Palermo; depart: 10-08-1915 11:05:00; arrive: 10-08-1915 17:05:00}
Train 1750 {from: Kyiv; to: Brindisi; depart: 17-08-1915 02:44:00; arrive: 22-08-1915 09:44:00}
Train 1751 {from: Moskva; to: Paris; depart: 12-11-1915 20:57:00; arrive: 22-11-1915 04:57:00}
Train 1752 {from: Buguresti; to: Madrid; depart: 12-07-1915 02:38:00; arrive: 21-07-1915 09:38:00}
Train 1753 {from: Berlin; to: Zurich; depart: 08-07-1915 09:33:00; arrive: 09-07-1915 14:33:00}
Train 1754 {from: Warszawa; to: Kyiv; depart: 03-07-1916 08:23:00; arrive: 04-07-1916 10:23:00}
Train 1755 {from: Wien; to: Palermo; depart: 22-04-1915 03:41:00; arrive: 24-04-1915 09:41:00}
Train 1756 {from: Bruxelles; to: Budapest; depart: 17-09-1915 16:36:00; arrive: 23-09-1915 00:36:00}
Train 1757 {from: Erzurum; to: Paris; depart: 18-05-1915 20:14:00; arrive: 26-05-1915 23:14:00}
Train 1758 {from: Zurich; to: Sarajevo; depart: 24-08-1915 10:02:00; arrive: 26-08-1915 19:02:00}
Train 1759 {from: Barcelona; to: Vilno; depart: 03-03-1915 05:41:00; arrive: 11-03-1915 08:41:00}
Train 1760 {from: Brindisi; to: Ancora; depart: 19-05-1916 07:17:00; arrive: 24-05-1916 15:17:00}
Train 1761 {from: Berlin; to: Buguresti; depart: 27-05-1915 20:29:00; arrive: 30-05-1915 23:29:00}
Train 1762 {from: Kharkov; to: Erzurum; depart: 06-03-1915 08:28:00; arrive: 06-03-1915 17:28:00}
Train 1763 {from: Bruxelles; to: Zurich; depart: 15-01-1915 12:22:00; arrive: 18-01-1915 13:22:00}
Train 1764 {from: Munchen; to: Frankfurt; depart: 16-04-1915 11:43:00; arrive: 18-04-1915 19:43:00}
Train 1765 {from: Essen; to: Frankfurt; depart: 01-11-1915 16:43:00; arrive: 01-11-1915 23:43:00}
Train 1766 {from: Palermo; to: Venezia; depart: 27-06-1916 12:32:00; arrive: 28-06-1916 17:32:00}
Train 1767 {from: London; to: Sarajevo; depart: 22-05-1916 15:43:00; arrive: 27-05-1916 18:43:00}
Train 1768 {from: Roma; to: Ancora; depart: 22-05-1916 19:17:00; arrive: 28-05-1916 03:17:00}
Train 1769 {from: London; to: Constantinopole; depart: 19-03-1915 04:21:00; arrive: 27-03-1915 09:21:00}
Train 1770 {from: Zurich; to: Zgrab; depart: 08-02-1915 21:48:00; arrive: 10-02-1915 02:48:00}
Train 1771 {from: Rostov; to: Pamplona; depart: 01-02-1915 17:59:00; arrive: 12-02-1915 01:59:00}
Train 1772 {from: London; to: Palermo; depart: 27-04-1915 21:22:00; arrive: 30-04-1915 00:22:00}
Train 1773 {from: Sarajevo; to: Athina; depart: 08-06-1915 04:52:00; arrive: 11-06-1915 13:52:00}
Train 1774 {from: Essen; to: Riga; depart: 10-03-1915 08:09:00; arrive: 12-03-1915 12:09:00}
Train 1775 {from: Palermo; to: Wien; depart: 04-06-1916 20:10:00; arrive: 07-06-1916 05:10:00}
Train 1776 {from: Moskva; to: London; depart: 01-03-1915 16:24:00; arrive: 11-03-1915 17:24:00}
Train 1777 {from: Zgrab; to: Kyiv; depart: 02-08-1916 13:58:00; arrive: 04-08-1916 13:58:00}
Train 1778 {from: Ancora; to: Kyiv; depart: 27-06-1915 10:17:00; arrive: 27-06-1915 10:17:00}
Train 1779 {from: Marseille; to: Warszawa; depart: 09-06-1915 08:36:00; arrive: 14-06-1915 12:36:00}
Train 1780 {from: Sevastopol; to: Ancora; depart: 10-07-1916 21:50:00; arrive: 10-07-1916 21:50:00}
Train 1781 {from: Wien; to: Lisboa; depart: 01-07-1916 21:11:00; arrive: 08-07-1916 02:11:00}
Train 1782 {from: Ancora; to: Palermo; depart: 02-03-1916 16:01:00; arrive: 08-03-1916 16:01:00}
Train 1783 {from: Petrograd; to: Brindisi; depart: 31-12-1915 16:22:00; arrive: 07-01-1916 17:22:00}
Train 1784 {from: Zgrab; to: Kyiv; depart: 27-03-1916 22:39:00; arrive: 30-03-1916 03:39:00}
Train 1785 {from: Constantinopole; to: Danzig; depart: 15-09-1915 03:22:00; arrive: 17-09-1915 10:22:00}
Train 1786 {from: Berlin; to: Constantinopole; depart: 03-10-1915 00:00:00; arrive: 07-10-1915 07:00:00}
Train 1787 {from: Kharkov; to: Amsterdam; depart: 03-10-1915 02:56:00; arrive: 12-10-1915 04:56:00}
Train 1788 {from: Erzurum; to: Danzig; depart: 06-05-1915 12:33:00; arrive: 09-05-1915 14:33:00}
Train 1789 {from: Zgrab; to: Kharkov; depart: 19-05-1915 10:07:00; arrive: 23-05-1915 13:07:00}
Train 1790 {from: Lisboa; to: Danzig; depart: 09-09-1915 19:47:00; arrive: 17-09-1915 03:47:00}
Train 1791 {from: Ancora; to: Essen; depart: 31-08-1915 20:18:00; arrive: 04-09-1915 20:18:00}
Train 1792 {from: Wien; to: Pamplona; depart: 10-08-1916 06:39:00; arrive: 15-08-1916 07:39:00}
Train 1793 {from: Kharkov; to: Zurich; depart: 22-01-1915 08:27:00; arrive: 28-01-1915 15:27:00}
Train 1794 {from: Ancora; to: Munchen; depart: 13-01-1915 04:47:00; arrive: 20-01-1915 11:47:00}
Train 1795 {from: Frankfurt; to: Paris; depart: 08-09-1915 19:28:00; arrive: 12-09-1915 03:28:00}
Train 1796 {from: Madrid; to: Essen; depart: 13-04-1915 22:04:00; arrive: 19-04-1915 04:04:00}
Train 1797 {from: Zgrab; to: Berlin; depart: 21-05-1916 20:56:00; arrive: 21-05-1916 23:56:00}
Train 1798 {from: Berlin; to: Wien; depart: 07-08-1916 11:44:00; arrive: 07-08-1916 19:44:00}
Train 1799 {from: Kyiv; to: Athina; depart: 29-05-1916 22:30:00; arrive: 04-06-1916 03:30:00}
Train 1800 {from: Rostov; to: Roma; depart: 26-09-1915 07:31:00; arrive: 02-10-1915 08:31:00}
Train 1801 {from: Vilno; to: Budapest; depart: 21-04-1916 19:26:00; arrive: 23-04-1916 03:26:00}
Train 1802 {from: Palermo; to: Venezia; depart: 10-01-1916 06:08:00; arrive: 11-01-1916 09:08:00}
Train 1803 {from: Kharkov; to: Erzurum; depart: 11-05-1916 08:13:00; arrive: 11-05-1916 12:13:00}
Train 1804 {from: Sevastopol; to: Bruxelles; depart: 05-05-1916 13:21:00; arrive: 13-05-1916 18:21:00}
Train 1805 {from: London; to: Ancora; depart: 18-05-1916 08:39:00; arrive: 26-05-1916 14:39:00}
Train 1806 {from: Venezia; to: Moskva; depart: 16-01-1916 21:36:00; arrive: 24-01-1916 03:36:00}
Train 1807 {from: Roma; to: Amsterdam; depart: 13-02-1916 06:29:00; arrive: 15-02-1916 12:29:00}
Train 1808 {from: Lisboa; to: Madrid; depart: 25-10-1915 03:15:00; arrive: 25-10-1915 10:15:00}
Train 1809 {from: Kyiv; to: Constantinopole; depart: 09-02-1916 05:57:00; arrive: 10-02-1916 05:57:00}
Train 1810 {from: Palermo; to: Kharkov; depart: 01-07-1916 11:52:00; arrive: 08-07-1916 20:52:00}
Train 1811 {from: Barcelona; to: Madrid; depart: 12-04-1916 12:09:00; arrive: 12-04-1916 14:09:00}
Train 1812 {from: Madrid; to: Brindisi; depart: 05-12-1915 17:58:00; arrive: 09-12-1915 02:58:00}
Train 1813 {from: Marseille; to: Vilno; depart: 05-07-1915 20:43:00; arrive: 10-07-1915 23:43:00}
Train 1814 {from: Sevastopol; to: Brindisi; depart: 12-02-1916 06:03:00; arrive: 18-02-1916 12:03:00}
Train 1815 {from: Sevastopol; to: Barcelona; depart: 24-07-1916 13:23:00; arrive: 02-08-1916 18:23:00}
Train 1816 {from: Frankfurt; to: Sarajevo; depart: 12-05-1915 10:45:00; arrive: 13-05-1915 14:45:00}
Train 1817 {from: Venezia; to: Kyiv; depart: 26-03-1916 06:36:00; arrive: 30-03-1916 13:36:00}
Train 1818 {from: Berlin; to: Constantinopole; depart: 06-02-1915 12:17:00; arrive: 10-02-1915 18:17:00}
Train 1819 {from: Danzig; to: Marseille; depart: 29-07-1915 04:42:00; arrive: 02-08-1915 08:42:00}
Train 1820 {from: Constantinopole; to: London; depart: 04-07-1915 18:07:00; arrive: 12-07-1915 20:07:00}
Train 1821 {from: Essen; to: Wien; depart: 04-05-1915 18:25:00; arrive: 04-05-1915 19:25:00}
Train 1822 {from: Zgrab; to: Essen; depart: 01-08-1916 04:29:00; arrive: 02-08-1916 11:29:00}
Train 1823 {from: Palermo; to: Riga; depart: 18-01-1916 09:14:00; arrive: 22-01-1916 17:14:00}
Train 1824 {from: Berlin; to: Venezia; depart: 21-06-1915 21:31:00; arrive: 23-06-1915 06:31:00}
Train 1825 {from: Petrograd; to: Kyiv; depart: 23-05-1916 19:11:00; arrive: 26-05-1916 03:11:00}
Train 1826 {from: Warszawa; to: Barcelona; depart: 07-07-1915 04:43:00; arrive: 14-07-1915 05:43:00}
Train 1827 {from: Palermo; to: Brindisi; depart: 23-10-1915 10:32:00; arrive: 23-10-1915 15:32:00}
Train 1828 {from: Roma; to: Marseille; depart: 17-06-1916 20:43:00; arrive: 19-06-1916 00:43:00}
Train 1829 {from: Warszawa; to: Athina; depart: 05-01-1915 13:26:00; arrive: 09-01-1915 15:26:00}
Train 1830 {from: Palermo; to: Danzig; depart: 04-01-1916 20:59:00; arrive: 09-01-1916 02:59:00}
Train 1831 {from: Moskva; to: Berlin; depart: 12-06-1916 04:44:00; arrive: 18-06-1916 06:44:00}
Train 1832 {from: Moskva; to: Athina; depart: 20-06-1915 12:14:00; arrive: 28-06-1915 21:14:00}
Train 1833 {from: Petrograd; to: Warszawa; depart: 22-08-1916 19:57:00; arrive: 26-08-1916 00:57:00}
Train 1834 {from: Zgrab; to: Lisboa; depart: 13-06-1916 04:25:00; arrive: 19-06-1916 11:25:00}
Train 1835 {from: Marseille; to: Kharkov; depart: 25-07-1916 02:38:00; arrive: 02-08-1916 04:38:00}
Train 1836 {from: Danzig; to: Riga; depart: 03-04-1916 12:11:00; arrive: 03-04-1916 21:11:00}
Train 1837 {from: Palermo; to: Sarajevo; depart: 10-11-1915 12:12:00; arrive: 13-11-1915 17:12:00}
Train 1838 {from: Kharkov; to: Sevastopol; depart: 04-11-1915 18:48:00; arrive: 06-11-1915 00:48:00}
Train 1839 {from: Munchen; to: Kharkov; depart: 08-11-1915 01:23:00; arrive: 16-11-1915 05:23:00}
Train 1840 {from: Kharkov; to: Venezia; depart: 08-06-1916 14:00:00; arrive: 14-06-1916 14:00:00}
Train 1841 {from: Sarajevo; to: Amsterdam; depart: 11-06-1915 14:45:00; arrive: 16-06-1915 21:45:00}
Train 1842 {from: Constantinopole; to: Budapest; depart: 30-04-1915 05:56:00; arrive: 02-05-1915 07:56:00}
Train 1843 {from: Madrid; to: Lisboa; depart: 19-11-1915 17:25:00; arrive: 19-11-1915 17:25:00}
Train 1844 {from: Petrograd; to: Venezia; depart: 23-03-1915 02:32:00; arrive: 30-03-1915 02:32:00}
Train 1845 {from: Wien; to: Pamplona; depart: 24-11-1915 04:36:00; arrive: 29-11-1915 05:36:00}
Train 1846 {from: Kyiv; to: Frankfurt; depart: 13-12-1915 14:32:00; arrive: 16-12-1915 21:32:00}
Train 1847 {from: Venezia; to: Constantinopole; depart: 09-02-1915 10:55:00; arrive: 14-02-1915 19:55:00}
Train 1848 {from: Petrograd; to: Munchen; depart: 27-01-1916 20:42:00; arrive: 05-02-1916 20:42:00}
Train 1849 {from: Warszawa; to: Budapest; depart: 16-11-1915 22:20:00; arrive: 17-11-1915 00:20:00}
Train 1850 {from: Warszawa; to: Petrograd; depart: 03-12-1915 22:26:00; arrive: 07-12-1915 05:26:00}
Train 1851 {from: Danzig; to: Palermo; depart: 15-08-1915 21:07:00; arrive: 19-08-1915 21:07:00}
Train 1852 {from: Kyiv; to: Budapest; depart: 08-01-1916 11:04:00; arrive: 09-01-1916 13:04:00}
Train 1853 {from: Sarajevo; to: Moskva; depart: 02-07-1916 22:36:00; arrive: 08-07-1916 00:36:00}
Train 1854 {from: Athina; to: Warszawa; depart: 06-08-1915 07:30:00; arrive: 10-08-1915 12:30:00}
Train 1855 {from: Barcelona; to: Madrid; depart: 09-06-1915 16:14:00; arrive: 09-06-1915 16:14:00}
Train 1856 {from: Madrid; to: Warszawa; depart: 18-06-1915 09:25:00; arrive: 25-06-1915 16:25:00}
Train 1857 {from: Barcelona; to: Kyiv; depart: 02-05-1916 13:35:00; arrive: 10-05-1916 18:35:00}
Train 1858 {from: Athina; to: Roma; depart: 25-06-1916 06:19:00; arrive: 26-06-1916 08:19:00}
Train 1859 {from: Kharkov; to: Rostov; depart: 03-07-1915 20:20:00; arrive: 03-07-1915 20:20:00}
Train 1860 {from: Berlin; to: London; depart: 20-10-1915 05:04:00; arrive: 24-10-1915 13:04:00}
Train 1861 {from: Athina; to: Buguresti; depart: 23-01-1915 20:49:00; arrive: 30-01-1915 00:49:00}
Train 1862 {from: Budapest; to: Bruxelles; depart: 11-12-1915 10:51:00; arrive: 16-12-1915 10:51:00}
Train 1863 {from: Riga; to: Ancora; depart: 17-02-1916 21:26:00; arrive: 19-02-1916 06:26:00}
Train 1864 {from: Essen; to: Constantinopole; depart: 08-06-1915 21:24:00; arrive: 13-06-1915 04:24:00}
Train 1865 {from: Essen; to: Bruxelles; depart: 10-07-1915 09:05:00; arrive: 13-07-1915 09:05:00}
Train 1866 {from: Pamplona; to: Budapest; depart: 02-05-1916 07:34:00; arrive: 08-05-1916 14:34:00}
Train 1867 {from: Athina; to: Petrograd; depart: 26-01-1915 20:51:00; arrive: 04-02-1915 00:51:00}
Train 1868 {from: Moskva; to: Barcelona; depart: 25-09-1915 15:42:00; arrive: 06-10-1915 19:42:00}
Train 1869 {from: Roma; to: Moskva; depart: 30-01-1916 22:49:00; arrive: 07-02-1916 06:49:00}
Train 1870 {from: Vilno; to: Riga; depart: 30-08-1915 08:28:00; arrive: 30-08-1915 17:28:00}
Train 1871 {from: Munchen; to: Paris; depart: 28-11-1915 12:36:00; arrive: 28-11-1915 17:36:00}
Train 1872 {from: Bruxelles; to: Roma; depart: 16-08-1915 04:23:00; arrive: 18-08-1915 11:23:00}
Train 1873 {from: Warszawa; to: Frankfurt; depart: 29-12-1915 06:30:00; arrive: 31-12-1915 15:30:00}
Train 1874 {from: Frankfurt; to: Pamplona; depart: 02-12-1915 06:16:00; arrive: 06-12-1915 14:16:00}
Train 1875 {from: Roma; to: Zurich; depart: 12-05-1915 16:04:00; arrive: 13-05-1915 00:04:00}
Train 1876 {from: Kharkov; to: Bruxelles; depart: 29-06-1916 16:24:00; arrive: 09-07-1916 00:24:00}
Train 1877 {from: Kharkov; to: Pamplona; depart: 06-05-1915 21:50:00; arrive: 16-05-1915 23:50:00}
Train 1878 {from: Paris; to: Madrid; depart: 01-06-1916 03:50:00; arrive: 03-06-1916 06:50:00}
Train 1879 {from: Petrograd; to: Rostov; depart: 09-04-1915 01:34:00; arrive: 09-04-1915 09:34:00}
Train 1880 {from: Zurich; to: Budapest; depart: 13-07-1915 10:40:00; arrive: 15-07-1915 13:40:00}
Train 1881 {from: London; to: Moskva; depart: 30-09-1915 08:20:00; arrive: 10-10-1915 16:20:00}
Train 1882 {from: Erzurum; to: Wien; depart: 15-08-1916 09:27:00; arrive: 19-08-1916 15:27:00}
Train 1883 {from: Essen; to: Zurich; depart: 05-11-1915 05:35:00; arrive: 05-11-1915 12:35:00}
Train 1884 {from: Ancora; to: Kharkov; depart: 17-04-1915 14:10:00; arrive: 18-04-1915 21:10:00}
Train 1885 {from: Kyiv; to: Wien; depart: 16-06-1915 02:44:00; arrive: 18-06-1915 05:44:00}
Train 1886 {from: Paris; to: Budapest; depart: 19-08-1915 09:28:00; arrive: 24-08-1915 16:28:00}
Train 1887 {from: Madrid; to: Venezia; depart: 14-08-1916 13:41:00; arrive: 18-08-1916 22:41:00}
Train 1888 {from: Sarajevo; to: Sevastopol; depart: 26-03-1916 13:37:00; arrive: 29-03-1916 19:37:00}
Train 1889 {from: Pamplona; to: Essen; depart: 03-02-1916 12:13:00; arrive: 07-02-1916 12:13:00}
Train 1890 {from: Ancora; to: Danzig; depart: 16-03-1915 13:23:00; arrive: 18-03-1915 22:23:00}
Train 1891 {from: Erzurum; to: Paris; depart: 06-02-1916 13:11:00; arrive: 14-02-1916 16:11:00}
Train 1892 {from: Bruxelles; to: Brindisi; depart: 20-04-1915 20:47:00; arrive: 23-04-1915 03:47:00}
Train 1893 {from: Madrid; to: Wien; depart: 04-07-1915 09:46:00; arrive: 10-07-1915 17:46:00}
Train 1894 {from: Amsterdam; to: Budapest; depart: 05-04-1915 02:59:00; arrive: 10-04-1915 05:59:00}
Train 1895 {from: Essen; to: Venezia; depart: 28-03-1915 01:26:00; arrive: 29-03-1915 09:26:00}
Train 1896 {from: Athina; to: Riga; depart: 09-05-1916 16:07:00; arrive: 14-05-1916 18:07:00}
Train 1897 {from: Sevastopol; to: Wien; depart: 17-10-1915 09:29:00; arrive: 21-10-1915 15:29:00}
Train 1898 {from: Pamplona; to: Munchen; depart: 04-01-1916 18:39:00; arrive: 06-01-1916 00:39:00}
Train 1899 {from: Palermo; to: Zgrab; depart: 18-06-1915 04:22:00; arrive: 21-06-1915 10:22:00}
Train 1900 {from: Bruxelles; to: Warszawa; depart: 03-07-1916 08:04:00; arrive: 09-07-1916 10:04:00}
Train 1901 {from: Zgrab; to: Moskva; depart: 20-11-1915 18:36:00; arrive: 25-11-1915 23:36:00}
Train 1902 {from: Erzurum; to: Sarajevo; depart: 18-06-1916 05:35:00; arrive: 21-06-1916 11:35:00}
Train 1903 {from: Essen; to: Palermo; depart: 24-02-1915 07:28:00; arrive: 26-02-1915 15:28:00}
